trip_id,driver_id,date,iso_week,day_of_week,stop_sequence,location_id,location_code,location_name,latitude,longitude,visit_time,visit_duration_min,distance_from_prev_km,travel_duration_from_prev_min,traffic_category,region,store_density,priority,daily_stop_count,route_total_distance_km,route_total_travel_min,route_efficiency_score
D09-2026-04-08,D09,2026-04-08,2026-W15,2,1,L003,C,Store C,22.973863,72.588513,08:46,32,0.598,1.94,medium,south,0.259,5,6,25.891,69.32,0.816
D09-2026-04-08,D09,2026-04-08,2026-W15,2,2,L021,U,Store U,22.971647,72.586101,09:20,11,0.471,1.87,medium,south,0.174,1,6,25.891,69.32,0.816
D09-2026-04-08,D09,2026-04-08,2026-W15,2,3,L043,AQ,Store AQ,22.994149,72.567495,09:43,18,4.097,11.52,severe,central,0.416,2,6,25.891,69.32,0.816
D09-2026-04-08,D09,2026-04-08,2026-W15,2,4,L067,BO,Store BO,23.021466,72.579505,10:15,25,4.1,14.03,severe,central,0.615,4,6,25.891,69.32,0.816
D09-2026-04-08,D09,2026-04-08,2026-W15,2,5,L061,BI,Store BI,23.055123,72.560227,10:56,14,5.53,16.15,severe,central,0.834,5,6,25.891,69.32,0.816
D09-2026-04-08,D09,2026-04-08,2026-W15,2,6,L010,J,Store J,23.007342,72.633356,11:34,36,11.093,23.81,high,east,0.567,2,6,25.891,69.32,0.816
D10-2026-04-08,D10,2026-04-08,2026-W15,2,1,L054,BB,Store BB,23.019539,72.64297,08:21,11,2.125,6.97,high,industrial,0.273,5,7,37.577,96.07,0.955
D10-2026-04-08,D10,2026-04-08,2026-W15,2,2,L052,AZ,Store AZ,23.034712,72.622924,08:42,25,3.439,9.43,high,east,0.669,1,7,37.577,96.07,0.955
D10-2026-04-08,D10,2026-04-08,2026-W15,2,3,L002,B,Store B,23.054435,72.582907,09:25,35,6.221,17.91,medium,north,0.596,1,7,37.577,96.07,0.955
D10-2026-04-08,D10,2026-04-08,2026-W15,2,4,L037,AK,Store AK,23.015245,72.550811,10:23,15,6.501,22.88,severe,central,0.354,1,7,37.577,96.07,0.955
D10-2026-04-08,D10,2026-04-08,2026-W15,2,5,L015,O,Store O,23.004357,72.587923,10:51,36,5.625,13.65,medium,south,0.494,2,7,37.577,96.07,0.955
D10-2026-04-08,D10,2026-04-08,2026-W15,2,6,L059,BG,Store BG,23.044363,72.508799,11:49,15,11.785,21.4,low,west,0.283,3,7,37.577,96.07,0.955
D10-2026-04-08,D10,2026-04-08,2026-W15,2,7,L017,Q,Store Q,23.050603,72.495376,12:08,32,1.881,3.84,low,west,0.255,5,7,37.577,96.07,0.955
D11-2026-04-08,D11,2026-04-08,2026-W15,2,1,L071,BS,Store BS,23.050641,72.502727,08:48,20,1.746,3.65,low,west,0.201,5,6,27.585,71.8,0.927
D11-2026-04-08,D11,2026-04-08,2026-W15,2,2,L041,AO,Store AO,23.049607,72.513774,09:12,32,1.569,4.2,low,west,0.362,4,6,27.585,71.8,0.927
D11-2026-04-08,D11,2026-04-08,2026-W15,2,3,L020,T,Store T,23.062919,72.557646,10:04,19,6.595,19.92,medium,north,0.35,2,6,27.585,71.8,0.927
D11-2026-04-08,D11,2026-04-08,2026-W15,2,4,L062,BJ,Store BJ,23.060955,72.574762,10:29,14,2.1,5.28,medium,north,0.616,1,6,27.585,71.8,0.927
D11-2026-04-08,D11,2026-04-08,2026-W15,2,5,L038,AL,Store AL,23.080646,72.588651,10:52,19,3.298,9.75,medium,north,0.315,5,6,27.585,71.8,0.927
D11-2026-04-08,D11,2026-04-08,2026-W15,2,6,L009,I,Store I,22.994965,72.615016,11:40,41,12.277,29.0,medium,south,0.189,3,6,27.585,71.8,0.927
D12-2026-04-08,D12,2026-04-08,2026-W15,2,1,L048,AV,Store AV,22.993243,72.626763,08:33,21,1.233,3.01,high,industrial,0.151,4,6,32.55,79.13,0.812
D12-2026-04-08,D12,2026-04-08,2026-W15,2,2,L036,AJ,Store AJ,23.001281,72.609571,09:01,39,2.716,7.46,high,industrial,0.182,1,6,32.55,79.13,0.812
D12-2026-04-08,D12,2026-04-08,2026-W15,2,3,L007,G,Store G,23.018842,72.584676,09:52,18,3.997,11.83,severe,central,0.406,1,6,32.55,79.13,0.812
D12-2026-04-08,D12,2026-04-08,2026-W15,2,4,L008,H,Store H,23.060739,72.597833,10:27,31,6.665,16.91,medium,north,0.554,4,6,32.55,79.13,0.812
D12-2026-04-08,D12,2026-04-08,2026-W15,2,5,L014,N,Store N,23.06393,72.571711,11:07,33,3.73,9.24,medium,north,0.272,4,6,32.55,79.13,0.812
D12-2026-04-08,D12,2026-04-08,2026-W15,2,6,L006,F,Store F,22.974202,72.628706,12:11,19,14.208,30.68,high,industrial,0.32,2,6,32.55,79.13,0.812
D01-2026-04-09,D01,2026-04-09,2026-W15,3,1,L025,Y,Store Y,23.017413,72.567243,08:33,9,0.931,3.66,severe,central,0.611,4,10,63.846,196.25,0.881
D01-2026-04-09,D01,2026-04-09,2026-W15,3,2,L055,BC,Store BC,23.01131,72.55939,08:48,24,1.317,6.22,severe,central,0.7,5,10,63.846,196.25,0.881
D01-2026-04-09,D01,2026-04-09,2026-W15,3,3,L037,AK,Store AK,23.015245,72.550811,09:17,15,1.246,5.03,severe,central,0.354,1,10,63.846,196.25,0.881
D01-2026-04-09,D01,2026-04-09,2026-W15,3,4,L053,BA,Store BA,23.044315,72.507837,09:53,19,7.601,20.2,low,west,0.448,2,10,63.846,196.25,0.881
D01-2026-04-09,D01,2026-04-09,2026-W15,3,5,L035,AI,Store AI,23.072258,72.486824,10:27,26,5.182,15.43,low,west,0.475,4,10,63.846,196.25,0.881
D01-2026-04-09,D01,2026-04-09,2026-W15,3,6,L031,AE,Store AE,23.033569,72.600459,11:59,32,16.718,66.44,severe,central,0.918,1,10,63.846,196.25,0.881
D01-2026-04-09,D01,2026-04-09,2026-W15,3,7,L066,BN,Store BN,23.003476,72.609487,12:44,32,4.629,12.26,high,industrial,0.152,2,10,63.846,196.25,0.881
D01-2026-04-09,D01,2026-04-09,2026-W15,3,8,L069,BQ,Store BQ,22.975325,72.606437,13:26,14,4.286,10.48,medium,south,0.426,4,10,63.846,196.25,0.881
D01-2026-04-09,D01,2026-04-09,2026-W15,3,9,L033,AG,Store AG,22.943913,72.574113,13:54,33,5.805,13.34,medium,south,0.233,5,10,63.846,196.25,0.881
D01-2026-04-09,D01,2026-04-09,2026-W15,3,10,L004,D,Store D,23.031554,72.664233,15:10,25,16.131,43.2,high,east,0.74,5,10,63.846,196.25,0.881
D02-2026-04-09,D02,2026-04-09,2026-W15,3,1,L032,AF,Store AF,23.079458,72.579805,08:46,19,0.734,1.83,medium,north,0.53,2,7,40.022,102.97,0.84
D02-2026-04-09,D02,2026-04-09,2026-W15,3,2,L007,G,Store G,23.018842,72.584676,09:35,18,9.154,29.47,severe,central,0.406,1,7,40.022,102.97,0.84
D02-2026-04-09,D02,2026-04-09,2026-W15,3,3,L018,R,Store R,23.020022,72.610523,10:04,18,3.298,11.11,high,industrial,0.348,4,7,40.022,102.97,0.84
D02-2026-04-09,D02,2026-04-09,2026-W15,3,4,L022,V,Store V,23.00965,72.635266,10:36,27,3.938,14.09,high,east,0.603,1,7,40.022,102.97,0.84
D02-2026-04-09,D02,2026-04-09,2026-W15,3,5,L060,BH,Store BH,22.987802,72.63076,11:11,33,3.074,7.66,high,industrial,0.229,5,7,40.022,102.97,0.84
D02-2026-04-09,D02,2026-04-09,2026-W15,3,6,L041,AO,Store AO,23.049607,72.513774,12:19,35,18.435,35.7,low,west,0.362,4,7,40.022,102.97,0.84
D02-2026-04-09,D02,2026-04-09,2026-W15,3,7,L071,BS,Store BS,23.050641,72.502727,12:57,29,1.388,3.13,low,west,0.201,5,7,40.022,102.97,0.84
D03-2026-04-09,D03,2026-04-09,2026-W15,3,1,L003,C,Store C,22.973863,72.588513,08:47,31,0.562,2.07,medium,south,0.259,5,9,47.759,135.62,0.732
D03-2026-04-09,D03,2026-04-09,2026-W15,3,2,L021,U,Store U,22.971647,72.586101,09:19,15,0.463,1.87,medium,south,0.174,1,9,47.759,135.62,0.732
D03-2026-04-09,D03,2026-04-09,2026-W15,3,3,L033,AG,Store AG,22.943913,72.574113,09:49,38,3.945,14.55,medium,south,0.233,5,9,47.759,135.62,0.732
D03-2026-04-09,D03,2026-04-09,2026-W15,3,4,L015,O,Store O,23.004357,72.587923,10:52,34,8.667,24.9,medium,south,0.494,2,9,47.759,135.62,0.732
D03-2026-04-09,D03,2026-04-09,2026-W15,3,5,L024,X,Store X,22.991964,72.617173,11:40,38,4.789,14.4,high,industrial,0.592,3,9,47.759,135.62,0.732
D03-2026-04-09,D03,2026-04-09,2026-W15,3,6,L064,BL,Store BL,23.039547,72.653069,12:44,29,8.957,25.97,high,east,0.556,3,9,47.759,135.62,0.732
D03-2026-04-09,D03,2026-04-09,2026-W15,3,7,L068,BP,Store BP,23.079328,72.590398,13:40,27,9.222,26.82,medium,north,0.592,2,9,47.759,135.62,0.732
D03-2026-04-09,D03,2026-04-09,2026-W15,3,8,L020,T,Store T,23.062919,72.557646,14:20,16,5.514,13.02,medium,north,0.35,2,9,47.759,135.62,0.732
D03-2026-04-09,D03,2026-04-09,2026-W15,3,9,L041,AO,Store AO,23.049607,72.513774,14:48,32,5.641,12.01,low,west,0.362,4,9,47.759,135.62,0.732
D04-2026-04-09,D04,2026-04-09,2026-W15,3,1,L046,AT,Store AT,23.040931,72.688225,09:00,33,4.774,15.43,high,east,0.852,1,5,37.618,111.88,0.942
D04-2026-04-09,D04,2026-04-09,2026-W15,3,2,L031,AE,Store AE,23.033569,72.600459,10:11,35,10.752,37.64,severe,central,0.918,1,5,37.618,111.88,0.942
D04-2026-04-09,D04,2026-04-09,2026-W15,3,3,L036,AJ,Store AJ,23.001281,72.609571,11:02,35,5.001,16.26,high,industrial,0.182,1,5,37.618,111.88,0.942
D04-2026-04-09,D04,2026-04-09,2026-W15,3,4,L055,BC,Store BC,23.01131,72.55939,11:58,15,6.721,20.98,severe,central,0.7,5,5,37.618,111.88,0.942
D04-2026-04-09,D04,2026-04-09,2026-W15,3,5,L032,AF,Store AF,23.079458,72.579805,12:34,16,10.37,21.58,medium,north,0.53,2,5,37.618,111.88,0.942
D05-2026-04-09,D05,2026-04-09,2026-W15,3,1,L017,Q,Store Q,23.050603,72.495376,08:34,33,1.834,4.55,low,west,0.255,5,8,29.074,75.51,0.837
D05-2026-04-09,D05,2026-04-09,2026-W15,3,2,L062,BJ,Store BJ,23.060955,72.574762,09:32,9,10.237,25.14,medium,north,0.616,1,8,29.074,75.51,0.837
D05-2026-04-09,D05,2026-04-09,2026-W15,3,3,L008,H,Store H,23.060739,72.597833,09:50,26,3.153,8.69,medium,north,0.554,4,8,29.074,75.51,0.837
D05-2026-04-09,D05,2026-04-09,2026-W15,3,4,L052,AZ,Store AZ,23.034712,72.622924,10:31,23,4.949,15.44,high,east,0.669,1,8,29.074,75.51,0.837
D05-2026-04-09,D05,2026-04-09,2026-W15,3,5,L040,AN,Store AN,23.034803,72.627306,10:56,13,0.581,2.09,high,east,0.834,2,8,29.074,75.51,0.837
D05-2026-04-09,D05,2026-04-09,2026-W15,3,6,L010,J,Store J,23.007342,72.633356,11:19,37,3.824,9.58,high,east,0.567,2,8,29.074,75.51,0.837
D05-2026-04-09,D05,2026-04-09,2026-W15,3,7,L024,X,Store X,22.991964,72.617173,12:02,31,2.835,6.4,high,industrial,0.592,3,8,29.074,75.51,0.837
D05-2026-04-09,D05,2026-04-09,2026-W15,3,8,L036,AJ,Store AJ,23.001281,72.609571,12:37,32,1.662,3.64,high,industrial,0.182,1,8,29.074,75.51,0.837
D06-2026-04-09,D06,2026-04-09,2026-W15,3,1,L066,BN,Store BN,23.003476,72.609487,08:36,34,1.779,6.09,high,industrial,0.152,2,9,70.29,181.82,0.775
D06-2026-04-09,D06,2026-04-09,2026-W15,3,2,L015,O,Store O,23.004357,72.587923,09:19,36,3.048,8.94,medium,south,0.494,2,9,70.29,181.82,0.775
D06-2026-04-09,D06,2026-04-09,2026-W15,3,3,L003,C,Store C,22.973863,72.588513,10:08,36,4.681,13.91,medium,south,0.259,5,9,70.29,181.82,0.775
D06-2026-04-09,D06,2026-04-09,2026-W15,3,4,L013,M,Store M,23.029567,72.564749,11:19,34,8.331,34.9,severe,central,0.51,1,9,70.29,181.82,0.775
D06-2026-04-09,D06,2026-04-09,2026-W15,3,5,L068,BP,Store BP,23.079328,72.590398,12:15,29,8.921,21.63,medium,north,0.592,2,9,70.29,181.82,0.775
D06-2026-04-09,D06,2026-04-09,2026-W15,3,6,L038,AL,Store AL,23.080646,72.588651,12:46,16,0.31,1.91,medium,north,0.315,5,9,70.29,181.82,0.775
D06-2026-04-09,D06,2026-04-09,2026-W15,3,7,L004,D,Store D,23.031554,72.664233,13:36,29,12.047,34.28,high,east,0.74,5,9,70.29,181.82,0.775
D06-2026-04-09,D06,2026-04-09,2026-W15,3,8,L046,AT,Store AT,23.040931,72.688225,14:14,39,3.271,9.16,high,east,0.852,1,9,70.29,181.82,0.775
D06-2026-04-09,D06,2026-04-09,2026-W15,3,9,L017,Q,Store Q,23.050603,72.495376,15:44,24,27.902,50.99,low,west,0.255,5,9,70.29,181.82,0.775
D07-2026-04-09,D07,2026-04-09,2026-W15,3,1,L019,S,Store S,23.033345,72.570383,08:07,24,1.58,7.29,severe,central,0.687,3,7,35.98,117.09,0.922
D07-2026-04-09,D07,2026-04-09,2026-W15,3,2,L049,AW,Store AW,23.009972,72.596579,08:55,31,5.019,23.97,severe,central,0.521,5,7,35.98,117.09,0.922
D07-2026-04-09,D07,2026-04-09,2026-W15,3,3,L063,BK,Store BK,23.003341,72.589143,09:30,23,1.514,4.42,medium,south,0.521,2,7,35.98,117.09,0.922
D07-2026-04-09,D07,2026-04-09,2026-W15,3,4,L040,AN,Store AN,23.034803,72.627306,10:19,13,6.637,25.85,high,east,0.834,2,7,35.98,117.09,0.922
D07-2026-04-09,D07,2026-04-09,2026-W15,3,5,L044,AR,Store AR,23.077308,72.577708,10:58,15,9.021,25.78,medium,north,0.242,4,7,35.98,117.09,0.922
D07-2026-04-09,D07,2026-04-09,2026-W15,3,6,L032,AF,Store AF,23.079458,72.579805,11:15,11,0.428,2.24,medium,north,0.53,2,7,35.98,117.09,0.922
D07-2026-04-09,D07,2026-04-09,2026-W15,3,7,L059,BG,Store BG,23.044363,72.508799,11:54,11,11.782,27.54,low,west,0.283,3,7,35.98,117.09,0.922
D08-2026-04-09,D08,2026-04-09,2026-W15,3,1,L020,T,Store T,23.062919,72.557646,08:59,12,4.69,14.03,medium,north,0.35,2,9,43.44,121.0,0.894
D08-2026-04-09,D08,2026-04-09,2026-W15,3,2,L071,BS,Store BS,23.050641,72.502727,09:30,30,7.615,19.12,low,west,0.201,5,9,43.44,121.0,0.894
D08-2026-04-09,D08,2026-04-09,2026-W15,3,3,L017,Q,Store Q,23.050603,72.495376,10:02,37,1.057,2.43,low,west,0.255,5,9,43.44,121.0,0.894
D08-2026-04-09,D08,2026-04-09,2026-W15,3,4,L043,AQ,Store AQ,22.994149,72.567495,11:21,19,12.551,41.71,severe,central,0.416,2,9,43.44,121.0,0.894
D08-2026-04-09,D08,2026-04-09,2026-W15,3,5,L039,AM,Store AM,22.990237,72.588702,11:47,29,3.083,6.99,medium,south,0.42,5,9,43.44,121.0,0.894
D08-2026-04-09,D08,2026-04-09,2026-W15,3,6,L030,AD,Store AD,22.998471,72.613437,12:24,22,3.2,8.45,high,industrial,0.331,3,9,43.44,121.0,0.894
D08-2026-04-09,D08,2026-04-09,2026-W15,3,7,L060,BH,Store BH,22.987802,72.63076,12:53,34,2.795,6.53,high,industrial,0.229,5,9,43.44,121.0,0.894
D08-2026-04-09,D08,2026-04-09,2026-W15,3,8,L072,BT,Store BT,22.993584,72.64662,13:33,14,2.54,5.88,high,industrial,0.613,2,9,43.44,121.0,0.894
D08-2026-04-09,D08,2026-04-09,2026-W15,3,9,L004,D,Store D,23.031554,72.664233,14:02,22,5.91,15.85,high,east,0.74,5,9,43.44,121.0,0.894
D09-2026-04-09,D09,2026-04-09,2026-W15,3,1,L039,AM,Store AM,22.990237,72.588702,08:20,29,2.455,5.15,medium,south,0.42,5,6,31.099,78.5,0.828
D09-2026-04-09,D09,2026-04-09,2026-W15,3,2,L063,BK,Store BK,23.003341,72.589143,08:53,21,1.898,4.03,medium,south,0.521,2,6,31.099,78.5,0.828
D09-2026-04-09,D09,2026-04-09,2026-W15,3,3,L037,AK,Store AK,23.015245,72.550811,09:29,12,5.134,15.47,severe,central,0.354,1,6,31.099,78.5,0.828
D09-2026-04-09,D09,2026-04-09,2026-W15,3,4,L014,N,Store N,23.06393,72.571711,09:58,25,7.377,17.34,medium,north,0.272,4,6,31.099,78.5,0.828
D09-2026-04-09,D09,2026-04-09,2026-W15,3,5,L008,H,Store H,23.060739,72.597833,10:31,23,3.339,7.27,medium,north,0.554,4,6,31.099,78.5,0.828
D09-2026-04-09,D09,2026-04-09,2026-W15,3,6,L004,D,Store D,23.031554,72.664233,11:23,25,10.897,29.24,high,east,0.74,5,6,31.099,78.5,0.828
D10-2026-04-09,D10,2026-04-09,2026-W15,3,1,L058,BF,Store BF,23.028704,72.658033,08:47,17,0.408,2.26,high,east,0.723,5,5,28.509,83.72,0.946
D10-2026-04-09,D10,2026-04-09,2026-W15,3,2,L064,BL,Store BL,23.039547,72.653069,09:10,24,1.905,6.45,high,east,0.556,3,5,28.509,83.72,0.946
D10-2026-04-09,D10,2026-04-09,2026-W15,3,3,L046,AT,Store AT,23.040931,72.688225,09:47,36,4.494,12.81,high,east,0.852,1,5,28.509,83.72,0.946
D10-2026-04-09,D10,2026-04-09,2026-W15,3,4,L039,AM,Store AM,22.990237,72.588702,11:10,38,16.447,47.23,medium,south,0.42,5,5,28.509,83.72,0.946
D10-2026-04-09,D10,2026-04-09,2026-W15,3,5,L025,Y,Store Y,23.017413,72.567243,12:03,8,5.255,14.97,severe,central,0.611,4,5,28.509,83.72,0.946
D11-2026-04-09,D11,2026-04-09,2026-W15,3,1,L065,BM,Store BM,23.042302,72.468112,08:10,24,4.328,10.41,low,west,0.573,1,6,60.764,164.4,0.922
D11-2026-04-09,D11,2026-04-09,2026-W15,3,2,L035,AI,Store AI,23.072258,72.486824,08:45,32,4.802,11.27,low,west,0.475,4,6,60.764,164.4,0.922
D11-2026-04-09,D11,2026-04-09,2026-W15,3,3,L024,X,Store X,22.991964,72.617173,10:31,41,22.951,74.0,high,industrial,0.592,3,6,60.764,164.4,0.922
D11-2026-04-09,D11,2026-04-09,2026-W15,3,4,L045,AS,Store AS,22.968161,72.595815,11:22,15,4.52,9.99,medium,south,0.554,5,6,60.764,164.4,0.922
D11-2026-04-09,D11,2026-04-09,2026-W15,3,5,L033,AG,Store AG,22.943913,72.574113,11:47,33,4.277,9.54,medium,south,0.233,5,6,60.764,164.4,0.922
D11-2026-04-09,D11,2026-04-09,2026-W15,3,6,L016,P,Store P,23.054636,72.642587,13:09,39,19.886,49.19,high,east,0.384,1,6,60.764,164.4,0.922
D12-2026-04-09,D12,2026-04-09,2026-W15,3,1,L024,X,Store X,22.991964,72.617173,08:17,34,0.94,2.68,high,industrial,0.592,3,7,26.734,59.01,0.942
D12-2026-04-09,D12,2026-04-09,2026-W15,3,2,L048,AV,Store AV,22.993243,72.626763,08:54,21,1.371,3.23,high,industrial,0.151,4,7,26.734,59.01,0.942
D12-2026-04-09,D12,2026-04-09,2026-W15,3,3,L036,AJ,Store AJ,23.001281,72.609571,09:22,31,2.717,6.64,high,industrial,0.182,1,7,26.734,59.01,0.942
D12-2026-04-09,D12,2026-04-09,2026-W15,3,4,L018,R,Store R,23.020022,72.610523,10:00,18,3.025,7.43,high,industrial,0.348,4,7,26.734,59.01,0.942
D12-2026-04-09,D12,2026-04-09,2026-W15,3,5,L064,BL,Store BL,23.039547,72.653069,10:36,32,6.645,17.48,high,east,0.556,3,7,26.734,59.01,0.942
D12-2026-04-09,D12,2026-04-09,2026-W15,3,6,L050,AX,Store AX,23.071203,72.583432,11:27,24,10.885,19.17,medium,north,0.298,1,7,26.734,59.01,0.942
D12-2026-04-09,D12,2026-04-09,2026-W15,3,7,L044,AR,Store AR,23.077308,72.577708,11:54,16,1.152,2.39,medium,north,0.242,4,7,26.734,59.01,0.942
D01-2026-04-10,D01,2026-04-10,2026-W15,4,1,L019,S,Store S,23.033345,72.570383,08:51,36,1.442,6.27,severe,central,0.687,3,7,52.594,149.05,0.944
D01-2026-04-10,D01,2026-04-10,2026-W15,4,2,L002,B,Store B,23.054435,72.582907,09:39,30,3.585,12.13,medium,north,0.596,1,7,52.594,149.05,0.944
D01-2026-04-10,D01,2026-04-10,2026-W15,4,3,L043,AQ,Store AQ,22.994149,72.567495,10:47,25,9.065,38.2,severe,central,0.416,2,7,52.594,149.05,0.944
D01-2026-04-10,D01,2026-04-10,2026-W15,4,4,L039,AM,Store AM,22.990237,72.588702,11:21,27,3.192,8.68,medium,south,0.42,5,7,52.594,149.05,0.944
D01-2026-04-10,D01,2026-04-10,2026-W15,4,5,L048,AV,Store AV,22.993243,72.626763,12:03,24,4.905,15.1,high,industrial,0.151,4,7,52.594,149.05,0.944
D01-2026-04-10,D01,2026-04-10,2026-W15,4,6,L004,D,Store D,23.031554,72.664233,12:50,23,8.146,23.27,high,east,0.74,5,7,52.594,149.05,0.944
D01-2026-04-10,D01,2026-04-10,2026-W15,4,7,L041,AO,Store AO,23.049607,72.513774,13:59,37,22.26,45.4,low,west,0.362,4,7,52.594,149.05,0.944
D02-2026-04-10,D02,2026-04-10,2026-W15,4,1,L038,AL,Store AL,23.080646,72.588651,08:47,20,0.492,2.01,medium,north,0.315,5,7,31.412,83.91,0.788
D02-2026-04-10,D02,2026-04-10,2026-W15,4,2,L020,T,Store T,23.062919,72.557646,09:20,16,4.446,13.57,medium,north,0.35,2,7,31.412,83.91,0.788
D02-2026-04-10,D02,2026-04-10,2026-W15,4,3,L015,O,Store O,23.004357,72.587923,10:03,31,9.682,26.95,medium,south,0.494,2,7,31.412,83.91,0.788
D02-2026-04-10,D02,2026-04-10,2026-W15,4,4,L039,AM,Store AM,22.990237,72.588702,10:40,39,1.955,6.01,medium,south,0.42,5,7,31.412,83.91,0.788
D02-2026-04-10,D02,2026-04-10,2026-W15,4,5,L024,X,Store X,22.991964,72.617173,11:27,30,3.616,8.39,high,industrial,0.592,3,7,31.412,83.91,0.788
D02-2026-04-10,D02,2026-04-10,2026-W15,4,6,L006,F,Store F,22.974202,72.628706,12:05,24,2.716,7.63,high,industrial,0.32,2,7,31.412,83.91,0.788
D02-2026-04-10,D02,2026-04-10,2026-W15,4,7,L058,BF,Store BF,23.028704,72.658033,12:48,16,8.505,19.36,high,east,0.723,5,7,31.412,83.91,0.788
D03-2026-04-10,D03,2026-04-10,2026-W15,4,1,L045,AS,Store AS,22.968161,72.595815,08:47,11,0.698,2.48,medium,south,0.554,5,8,46.226,139.73,0.875
D03-2026-04-10,D03,2026-04-10,2026-W15,4,2,L057,BE,Store BE,22.986917,72.572572,09:10,35,4.057,11.87,medium,south,0.3,3,8,46.226,139.73,0.875
D03-2026-04-10,D03,2026-04-10,2026-W15,4,3,L025,Y,Store Y,23.017413,72.567243,10:07,10,4.825,22.59,severe,central,0.611,4,8,46.226,139.73,0.875
D03-2026-04-10,D03,2026-04-10,2026-W15,4,4,L049,AW,Store AW,23.009972,72.596579,10:35,29,4.329,17.24,severe,central,0.521,5,8,46.226,139.73,0.875
D03-2026-04-10,D03,2026-04-10,2026-W15,4,5,L034,AH,Store AH,23.034541,72.646341,11:30,30,7.683,25.97,high,east,0.674,2,8,46.226,139.73,0.875
D03-2026-04-10,D03,2026-04-10,2026-W15,4,6,L062,BJ,Store BJ,23.060955,72.574762,12:26,14,9.377,26.44,medium,north,0.616,1,8,46.226,139.73,0.875
D03-2026-04-10,D03,2026-04-10,2026-W15,4,7,L044,AR,Store AR,23.077308,72.577708,12:46,13,2.352,5.73,medium,north,0.242,4,8,46.226,139.73,0.875
D03-2026-04-10,D03,2026-04-10,2026-W15,4,8,L023,W,Store W,23.063614,72.474335,13:26,16,12.903,27.41,low,west,0.415,5,8,46.226,139.73,0.875
D04-2026-04-10,D04,2026-04-10,2026-W15,4,1,L031,AE,Store AE,23.033569,72.600459,08:51,37,6.686,21.96,severe,central,0.918,1,5,47.603,117.92,0.914
D04-2026-04-10,D04,2026-04-10,2026-W15,4,2,L008,H,Store H,23.060739,72.597833,09:40,35,3.986,11.42,medium,north,0.554,4,5,47.603,117.92,0.914
D04-2026-04-10,D04,2026-04-10,2026-W15,4,3,L061,BI,Store BI,23.055123,72.560227,10:31,8,4.844,15.99,severe,central,0.834,5,5,47.603,117.92,0.914
D04-2026-04-10,D04,2026-04-10,2026-W15,4,4,L009,I,Store I,22.994965,72.615016,11:06,36,11.277,27.19,medium,south,0.189,3,5,47.603,117.92,0.914
D04-2026-04-10,D04,2026-04-10,2026-W15,4,5,L065,BM,Store BM,23.042302,72.468112,12:23,30,20.809,41.36,low,west,0.573,1,5,47.603,117.92,0.914
D05-2026-04-10,D05,2026-04-10,2026-W15,4,1,L011,K,Store K,23.050226,72.52189,08:22,22,3.306,7.04,low,west,0.537,1,6,35.08,97.94,0.754
D05-2026-04-10,D05,2026-04-10,2026-W15,4,2,L001,A,Store A,23.019581,72.568967,09:09,20,7.147,25.18,severe,central,0.515,2,6,35.08,97.94,0.754
D05-2026-04-10,D05,2026-04-10,2026-W15,4,3,L050,AX,Store AX,23.071203,72.583432,09:50,23,8.342,21.15,medium,north,0.298,1,6,35.08,97.94,0.754
D05-2026-04-10,D05,2026-04-10,2026-W15,4,4,L032,AF,Store AF,23.079458,72.579805,10:17,16,1.406,3.77,medium,north,0.53,2,6,35.08,97.94,0.754
D05-2026-04-10,D05,2026-04-10,2026-W15,4,5,L064,BL,Store BL,23.039547,72.653069,11:04,32,10.495,31.31,high,east,0.556,3,6,35.08,97.94,0.754
D05-2026-04-10,D05,2026-04-10,2026-W15,4,6,L046,AT,Store AT,23.040931,72.688225,11:45,35,4.385,9.5,high,east,0.852,1,6,35.08,97.94,0.754
D06-2026-04-10,D06,2026-04-10,2026-W15,4,1,L036,AJ,Store AJ,23.001281,72.609571,08:19,32,1.473,4.8,high,industrial,0.182,1,8,51.183,140.24,0.87
D06-2026-04-10,D06,2026-04-10,2026-W15,4,2,L063,BK,Store BK,23.003341,72.589143,08:59,20,2.518,8.04,medium,south,0.521,2,8,51.183,140.24,0.87
D06-2026-04-10,D06,2026-04-10,2026-W15,4,3,L043,AQ,Store AQ,22.994149,72.567495,09:30,14,3.089,11.01,severe,central,0.416,2,8,51.183,140.24,0.87
D06-2026-04-10,D06,2026-04-10,2026-W15,4,4,L055,BC,Store BC,23.01131,72.55939,09:53,22,2.542,8.81,severe,central,0.7,5,8,51.183,140.24,0.87
D06-2026-04-10,D06,2026-04-10,2026-W15,4,5,L069,BQ,Store BQ,22.975325,72.606437,10:40,11,8.122,25.01,medium,south,0.426,4,8,51.183,140.24,0.87
D06-2026-04-10,D06,2026-04-10,2026-W15,4,6,L016,P,Store P,23.054636,72.642587,11:34,36,12.52,42.39,high,east,0.384,1,8,51.183,140.24,0.87
D06-2026-04-10,D06,2026-04-10,2026-W15,4,7,L056,BD,Store BD,23.075197,72.593745,12:24,22,7.205,14.78,medium,north,0.508,2,8,51.183,140.24,0.87
D06-2026-04-10,D06,2026-04-10,2026-W15,4,8,L053,BA,Store BA,23.044315,72.507837,13:12,30,13.714,25.41,low,west,0.448,2,8,51.183,140.24,0.87
D07-2026-04-10,D07,2026-04-10,2026-W15,4,1,L043,AQ,Store AQ,22.994149,72.567495,08:33,20,4.007,18.18,severe,central,0.416,2,6,40.884,146.31,0.876
